id;pos_documento
21;[[['uma', 'briga', 'de', 'transito', 'acabou', 'na', 'morte', 'de', 'walter', 'gomes', 'de', 'azevedo', 'de', '38', 'anos', 'na', 'manha', 'do', 'dia', '19', 'de', 'setembro', 'o', 'incidente', 'aconteceu', 'na', 'movimentada', 'avenida', 'filemon', 'gomes', 'perto', 'da', 'praia', 'da', 'leste', 'em', 'fortaleza', 'ce', 'quando', 'walter', 'foi', 'mudar', 'de', 'pista', 'aca'], ['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'ADV', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADV', 'PROPN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['acabou', 'aconteceu', 'foi mudar'], ['um', 'briga', 'de', 'transito', 'acabar', 'em o', 'morte', 'de', 'walter', 'gomes', 'de', 'Azevedo', 'de', '38', 'ano', 'em o', 'manha', 'de o', 'dia', '19', 'de', 'setembro', 'o', 'incidente', 'acontecer', 'em o', 'movimentado', 'avenida', 'Filemon', 'Gomes', 'perto', 'de o', 'praia', 'de o', 'leste', 'em', 'fortaleza', 'ce', 'quando', 'walter', 'ir', 'mudar', 'de', 'pista', 'aca']]]
22;[[['por', 'isso', 'a', 'normalizacao', 'desses', 'ataques', 'em', 'plena', 'rua', 'ninguem', 'faz', 'nada', 'isso', 'e', 'um', 'absurdo'], ['ADP', 'PRON', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADV', 'VERB', 'PRON', 'PRON', 'CCONJ', 'DET', 'ADJ'], ['faz'], ['por', 'isso', 'a', 'normalizacao', 'de esse', 'ataque', 'em', 'pleno', 'rua', 'ninguem', 'fazer', 'nada', 'isso', 'e', 'um', 'absurdo']]]
23;[[['ataques', 'violentos', 'a', 'escolas', 'ja', 'deixaram', '6', 'mortos', 'neste', 'ano', 'relembre', 'os', 'casos', 'em', 'abril', 'um', 'homem', 'de', '25', 'anos', 'invadiu', 'a', 'creche', 'cantinho', 'do', 'bom', 'pastor', 'no', 'bairro', 'velha', 'e', 'matou', 'as', 'quatro', 'criancas', 'diarioregional', 'ataques', 'escolas', 'mortes'], ['NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'DET', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN'], ['deixaram', 'relembre', 'invadiu', 'matou'], ['ataque', 'violento', 'a', 'escola', 'ja', 'deixar', '6', 'morto', 'em este', 'ano', 'relembrar', 'o', 'caso', 'em', 'abril', 'um', 'homem', 'de', '25', 'ano', 'invadir', 'o', 'creche', 'cantinho', 'de o', 'bom', 'pastor', 'em o', 'bairro', 'velho', 'e', 'matar', 'o', 'quatro', 'crianca', 'diarioregional', 'ataque', 'escola', 'morte']]]
24;[[['policiais', 'militares', 'recuperam', 'veiculo', 'roubado', 'na', 'avenida', 'brasil', 'odia', 'policia', 'roubo'], ['NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'ADJ'], ['recuperam', 'roubado', 'odia'], ['policial', 'militar', 'recuperar', 'veiculo', 'roubar', 'em o', 'avenida', 'brasil', 'od', 'policia', 'roubo']]]
25;[[['clinica', 'medica', 'na', 'avenida', 'primeiro', 'de', 'maio', 'e', 'furtada', 'leia', 'mais'], ['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'VERB', 'ADV'], ['furtada leia'], ['clinica', 'medico', 'em o', 'avenida', 'primeiro', 'de', 'maio', 'e', 'furtar', 'leia', 'mais']]]
26;[[['nao', 'aguento', 'mais', 'achar', 'que', 'vou', 'ser', 'assaltada', 'nessa', 'porcaria', 'de', 'bairro'], ['NOUN', 'VERB', 'ADV', 'VERB', 'SCONJ', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['aguento', 'achar', 'vou ser assaltada'], ['nao', 'aguento', 'mais', 'achar', 'que', 'ir', 'ser', 'assaltar', 'em esse', 'porcaria', 'de', 'bairro']]]
27;[[['simfecharam', 'um', 'avenida', 'e', 'assaltaram', 'ela', 'todapincharam'], ['VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'VERB'], ['simfecharam', 'assaltaram', 'todapincharam'], ['simfechar', 'um', 'avenida', 'e', 'assaltar', 'ela', 'todapinchar']]]
28;[[['uba', 'policia', 'militar', 'recupera', 'veiculo', 'furtado', 'no', 'bairro'], ['PROPN', 'PROPN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN'], ['recupera', 'furtado'], ['Uba', 'policia', 'militar', 'recuperar', 'veiculo', 'furtar', 'em o', 'bairro']], [['sao', 'domingos'], ['NOUN', 'ADJ'], ['domingos'], ['sao', 'domingo']]]
29;[[['eptvoficial', 'quanto', 'aos', 'furtos', 'da', 'avenida', 'd', 'pedro', 'i', 'nada', 'muda', 'se', 'nao', 'haverem', 'boletins', 'de', 'ocorrencia', 'sem', 'dado', 'nao', 'ha', 'porque', 'haver', 'mais', 'policiamento'], ['NOUN', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN'], ['muda', 'haverem', 'dado', 'haver'], ['eptvoficial', 'quanto', 'a o', 'furto', 'de o', 'avenida', 'd', 'Pedro', 'i', 'nada', 'mudar', 'se', 'nao', 'haver', 'boletim', 'de', 'ocorrencia', 'sem', 'dar', 'nao', 'ha', 'porque', 'haver', 'mais', 'policiamento']]]
30;[[['nao', 'a', 'mecanica', 'n', 'tava', 'sendo', 'assaltada', 'nem', 'nada', 'do', 'genero', 'so', 'tavam', 'arrumando', 'a', 'viatura', 'mesmo', 'e', 'fizeram', 'um', 'show', 'com', 'direito', 'a', 'arma', 'no', 'meio', 'da', 'avenida', 'kkkk', 'imagina', 'se', 'atira', 'sem', 'querer', 'em', 'alguem', 'e', 'muita', 'irresponsabilidade'], ['INTJ', 'DET', 'NOUN', 'PROPN', 'AUX', 'AUX', 'VERB', 'CCONJ', 'PRON', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'PRON', 'VERB', 'SCONJ', 'VERB', 'ADP', 'PRON', 'CCONJ', 'DET', 'NOUN'], ['tava sendo assaltada', 'tavam arrumando', 'fizeram', 'imagina', 'atira', 'querer'], ['nao', 'o', 'mecanico', 'n', 'tar', 'ser', 'assaltar', 'nem', 'nada', 'de o', 'genero', 'so', 'tar', 'arrumar', 'o', 'viatura', 'mesmo', 'e', 'fazer', 'um', 'show', 'com', 'direito', 'o', 'arma', 'em o', 'meio', 'de o', 'avenida', 'kkkk', 'imaginar', 'se', 'atirar', 'sem', 'querer', 'em', 'alguem', 'e', 'muito', 'irresponsabilidade']]]
31;[[['nao', 'podemos', 'nos', 'calar', 'a', 'direita', 'e', 'muito', 'maior', 'no', 'brasil'], ['ADV', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADJ', 'ADP', 'PROPN'], ['podemos nos calar'], ['nao', 'poder', 'nós', 'calar', 'o', 'direita', 'e', 'muito', 'grande', 'em o', 'Brasil']], [['o', 'que', 'falta', 'e', 'organizacao', 'e', 'coragem', 'de', 'enfrentar', 'os', 'ataques', 'da', 'esquerda', 'vamos', 'pra', 'rua', 'c', 'toda', 'forca', 'justos', 'somos', 'mais', 'fortes'], ['PRON', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'AUX', 'ADV', 'ADJ'], ['enfrentar', 'vamos', 'fortes'], ['o', 'que', 'faltar', 'e', 'organizacao', 'e', 'coragem', 'de', 'enfrentar', 'o', 'ataque', 'de o', 'esquerda', 'ir', 'pra', 'rua', 'c', 'todo', 'forca', 'justo', 'ser', 'mais', 'forte']]]
32;[[['usar', 'o', 'incidente', 'brancoamarelo', 'como', 'desculpa', 'nem', 'todos', 'os', 'gays', 'sao', 'como', 'aqueles', 'mano', 'queria', 'muito', 'saber', 'o', 'que', 'foi', 'esse', 'incidente', 'olhei', 'ao', 'redor', 'e', 'vi', 'que', 'o', 'burburinho', 'da', 'outra', 'rua', 'estava', 'chegando', 'a', 'nos', 'nisso', 'uma', 'moca', 'que', 'estava', 'conversando', 'com', 'sua', 'amiga', 'no', 'outro', 'lado', 'da'], ['VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'DET', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADP', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP'], ['usar', 'sao', 'queria', 'saber', 'olhei', 'vi', 'estava chegando', 'estava conversando'], ['usar', 'o', 'incidente', 'brancoamarelo', 'como', 'desculpa', 'nem', 'todo', 'o', 'gay', 'sao', 'como', 'aquele', 'mano', 'querer', 'muito', 'saber', 'o', 'que', 'ser', 'esse', 'incidente', 'olhar', 'a o', 'redor', 'e', 'ver', 'que', 'o', 'burburinho', 'de o', 'outro', 'rua', 'estar', 'chegar', 'a', 'em o', 'em isso', 'um', 'moca', 'que', 'estar', 'conversar', 'com', 'seu', 'amiga', 'em o', 'outro', 'lado', 'de o']]]
33;[[['fascista'], ['ADJ'], ['fascista'], ['fascista']], [['foram', 'voces', 'porque', 'voces', 'entraram', 'no', 'orgao', 'publico', 'destruiu', 'que', 'a', 'praca', 'dos', 'tres', 'poderes', 'alguns', 'roubaram', 'armas', 'no', 'congresso', 'nacional', 'fez', 'maior', 'destruicao', 'e', 'agora', 'estao', 'querendo', 'se', 'defender', 'voces', 'tem', 'que', 'ir', 'para', 'cadeia', 'cambada'], ['AUX', 'PRON', 'SCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'AUX', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'AUX', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'VERB'], ['entraram', 'destruiu', 'roubaram', 'fez', 'estao querendo', 'defender', 'ir', 'cambada'], ['ser', 'voce', 'porque', 'voces', 'entrar', 'em o', 'orgao', 'publico', 'destruir', 'que', 'o', 'praca', 'de o', 'tres', 'poder', 'algum', 'roubar', 'arma', 'em o', 'congresso', 'nacional', 'fazer', 'grande', 'destruicao', 'e', 'agora', 'estao', 'querer', 'se', 'defender', 'voce', 'ter', 'que', 'ir', 'para', 'cadeia', 'cambar']]]
34;[[['tava', 'mil', 'amores', 'com', 'essa', 'cidade', 'ate', 'q', 'tive', 'meu', 'celular', 'furtado', 'as', '15', 'hra', 'da', 'tarde', 'numa', 'praca', 'pqp', 'quanta', 'humilhacao', 'vei'], ['VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'X', 'NOUN', 'PROPN', 'PROPN'], ['tava', 'tive', 'furtado'], ['tar', 'mil', 'amor', 'com', 'esse', 'cidade', 'ate', 'q', 'ter', 'meu', 'celular', 'furtar', 'o', '15', 'hra', 'de o', 'tarde', 'em um', 'praca', 'pqp', 'quanto', 'humilhacao', 'vei']]]
35;[[['um', 'velho', 'do', 'outro', 'lado', 'da', 'avenida', 'no', 'ponto', 'de', 'onibus', 'contrario', 'ao', 'meu', 'mexendo', 'comigo', 'realmente', 'tudo', 'q', 'eu', 'pedi', 'hoje', 'era', 'assedio'], ['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'VERB', 'NOUN', 'ADV', 'PRON', 'PRON', 'PRON', 'VERB', 'ADV', 'AUX', 'ADJ'], ['mexendo', 'pedi'], ['um', 'velho', 'de o', 'outro', 'lado', 'de o', 'avenida', 'em o', 'ponto', 'de', 'onibus', 'contrario', 'a o', 'meu', 'mexer', 'comigo', 'realmente', 'tudo', 'q', 'eu', 'pedir', 'hoje', 'ser', 'assedio']], [['a', 'distancia'], ['DET', 'NOUN'], [], ['o', 'distancia']]]
36;[[['ja', 'assaltaram', 'o', 'mercadinho', 'do', 'meu', 'bairro', 'as', '1837', 'da', 'tarde'], ['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'DET', 'NUM', 'ADP', 'NOUN'], ['assaltaram'], ['ja', 'assaltar', 'o', 'mercadinho', 'de o', 'meu', 'bairro', 'o', '1837', 'de o', 'tarde']]]
37;[[['quinta', 'passada', 'umas', '2h40min', 'da', 'manha', 'tinha', 'um', 'maluco', 'gritando', 'que', 'tava', 'sendo', 'assaltado', 'na', 'praca', 'valdelino', 'cecio', 'olha', 'a', 'hora'], ['NOUN', 'ADJ', 'DET', 'NUM', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'SCONJ', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'DET', 'NOUN'], ['tinha', 'gritando', 'tava sendo assaltado', 'olha'], ['quinta', 'passado', 'um', '2h40min', 'de o', 'manha', 'ter', 'um', 'maluco', 'gritar', 'que', 'tar', 'ser', 'assaltar', 'em o', 'praca', 'valdelino', 'cecio', 'olhar', 'o', 'hora']], [['po', 'o', 'cara', 'mesmo', 'se', 'coloca', 'numa', 'situacao', 'de', 'risco'], ['PROPN', 'DET', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['coloca'], ['po', 'o', 'cara', 'mesmo', 'se', 'colocar', 'em um', 'situacao', 'de', 'risco']]]
38;[[['e', 'o', 'melhor', 'remedio', 'pra', 'bandidos', 'no', 'servico', 'publico', 'deveria', 'ser', 'crime', 'hediondo', 'quantos', 'confiaram', 'e', 'morreram', 'nas', 'filas', 'e', 'por', 'ladrao', 'de', 'rua'], ['CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'AUX', 'NOUN', 'ADJ', 'PRON', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['deveria ser', 'confiaram', 'morreram'], ['e', 'o', 'bom', 'remedio', 'pra', 'bandido', 'em o', 'servico', 'publico', 'dever', 'ser', 'crime', 'hediondo', 'quanto', 'confiar', 'e', 'morrer', 'em o', 'fila', 'e', 'por', 'ladrao', 'de', 'rua']]]
39;[[['tino', 'nos', 'ajude', 'kombi', 'de', 'trabalho', 'de', 'um', 'senhor', 'aqui', 'da', 'rua', 'foi', 'furtada', 'essa', 'madrugada', 'na', 'porta', 'de', 'casa', 'balancogeralrj'], ['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN'], ['ajude', 'foi furtada'], ['tino', 'em o', 'ajudar', 'kombi', 'de', 'trabalho', 'de', 'um', 'senhor', 'aqui', 'de o', 'rua', 'ser', 'furtar', 'esse', 'madrugada', 'em o', 'porta', 'de', 'casa', 'Balancogeralrj']]]
40;[[['farmacia', 'assaltada', 'na', 'avenida', 'centenario', 'perto', 'da', 'rodoviaria', 'na', 'tarde', 'desta', 'quinta', 'bandido', 'chegou', 'de', 'jaqueta', 'preta', 'e', 'carregando', 'um', 'revolver', 'cromado', 'e', 'levou', 'todo', 'o', 'dinheiro', 'do', 'caixa', 'a', 'bandidagem', 'segue', 'acelerada', 'em', 'criciuma'], ['NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'DET', 'VERB', 'VERB', 'CCONJ', 'VERB', 'DET', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN'], ['assaltada', 'chegou', 'carregando', 'revolver cromado', 'levou', 'segue acelerada'], ['farmacia', 'assaltar', 'em o', 'avenida', 'centenario', 'perto', 'de o', 'rodoviaria', 'em o', 'tarde', 'de este', 'quinta', 'bandido', 'chegar', 'de', 'jaqueta', 'preto', 'e', 'carregar', 'um', 'revolver', 'cromar', 'e', 'levar', 'todo', 'o', 'dinheiro', 'de o', 'caixa', 'o', 'bandidagem', 'seguir', 'acelerado', 'em', 'criciuma']]]
41;[[['tbm', 'moro', 'em', 'bairro', 'denso', 'mas', 'arborizado', 'e', 'cboa', 'qualidade', 'de', 'vidaa', 'medida', 'que', 'foi', 'densificando', 'o', 'transito', 'aumentou', 'mendigos', 'e', 'assaltos', 'mais', 'frequentes', 'e', 'apagoesagora', 'esta', 'sendo', 'construido', 'predio', 'ao', 'ladoq', 'me', 'tirou', 'a', 'vista', 'e', 'sol', 'da', 'tarde', 'as', 'maravilhas', 'da', 'densificacao'], ['PROPN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'ADJ', 'CCONJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN'], ['moro', 'arborizado', 'densificando', 'aumentou', 'sendo construido', 'tirou'], ['tbm', 'morar', 'em', 'bairro', 'denso', 'mas', 'arborizado', 'e', 'cbo', 'qualidade', 'de', 'vidaa', 'medida', 'que', 'ser', 'densificar', 'o', 'transito', 'aumentar', 'mendigo', 'e', 'assalto', 'mais', 'frequente', 'e', 'apagoesagora', 'este', 'ser', 'construer', 'predio', 'a o', 'ladoq', 'eu', 'tirar', 'o', 'vista', 'e', 'sol', 'de o', 'tarde', 'o', 'maravilha', 'de o', 'densificacao']]]
42;[[['policia', 'prende', 'acusado', 'de', 'cometer', 'assaltos', 'em', 'marechal', 'deodoro', 'o', 'homem', 'de', '22', 'anos', 'e', 'acusado', 'de', 'cometer', 'varios', 'assaltos', 'na', 'cidade', 'de', 'marechal', 'deodoro', 'e', 'foi', 'preso', 'nesta', 'tercafeira', '28'], ['NOUN', 'VERB', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'VERB', 'SCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'AUX', 'VERB', 'ADP', 'PROPN', 'NUM'], ['prende acusado', 'cometer', 'acusado', 'cometer', 'foi preso'], ['policia', 'prender', 'acusar', 'de', 'cometer', 'assalto', 'em', 'marechal', 'Deodoro', 'o', 'homem', 'de', '22', 'ano', 'e', 'acusar', 'de', 'cometer', 'vario', 'assalto', 'em o', 'cidade', 'de', 'marechal', 'deodoro', 'e', 'ser', 'prender', 'em este', 'tercafeira', '28']], [['proximo', 'a', 'praca', 'da', 'faculdade', 'em', 'maceio', 'br104'], ['NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], [], ['proximo', 'o', 'praca', 'de o', 'faculdade', 'em', 'maceio', 'br104']]]
43;[[['policia', 'civil', 'efetua', 'prisao', 'de', 'homem', 'de', '42', 'anos', 'morador', 'do', 'bairro', 'liberdade', 'em', 'portao', 'foragido', 'por', 'furto', 'qualificado', 'e', 'roubo', 'majorado', 'dpportao'], ['NOUN', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'VERB', 'VERB'], ['efetua', 'majorado dpportao'], ['policia', 'civil', 'efetuar', 'prisao', 'de', 'homem', 'de', '42', 'ano', 'morador', 'de o', 'bairro', 'liberdade', 'em', 'portao', 'foragido', 'por', 'furto', 'qualificado', 'e', 'roubo', 'majorar', 'Dpportao']]]
44;[[['maior', 'esquema', 'de', 'roubo', 'de', 'terrenos', 'patrocinado', 'pelo', 'pt', 'na', 'prefeitura', 'o', 'local', 'servia', 'de', 'area', 'verde', 'para', 'o', 'bairro', 'e', 'drenagem', 'de', 'agua', 'das', 'chuvas', 'depois', 'destas', 'casas', 'feitas', 'passou', 'a', 'encher', 'de', 'agua', 'as', 'casas', 'vizinhas', 'com', 'as', 'enxurradas', 'enfia', 'a', 'erundina', 'no', 'seu', 'toba'], ['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'ADP', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'VERB', 'VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN'], ['patrocinado', 'servia', 'feitas passou', 'encher', 'enfia'], ['grande', 'esquema', 'de', 'roubo', 'de', 'terreno', 'patrocinar', 'por o', 'pt', 'em o', 'prefeitura', 'o', 'local', 'servia', 'de', 'area', 'verde', 'para', 'o', 'bairro', 'e', 'drenagem', 'de', 'agua', 'de o', 'chuva', 'depois', 'de este', 'casa', 'fazer', 'passar', 'a', 'encher', 'de', 'agua', 'o', 'casa', 'vizinho', 'com', 'o', 'enxurrada', 'enfiar', 'o', 'erundina', 'em o', 'seu', 'toba']]]
45;[[['cerca', 'de', '350', 'caminhoneiros', 'participaram', 'nesta', 'segunda', '15', 'de', 'uma', 'carreata', 'na', 'avenida', 'brasil', 'contra', 'o', 'roubo', 'de', 'cargas', 'leia', 'a', 'materia', 'completa'], ['ADV', 'ADP', 'NUM', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ'], ['participaram', 'leia'], ['cerca', 'de', '350', 'caminhoneiro', 'participar', 'em este', 'segundo', '15', 'de', 'um', 'carreata', 'em o', 'avenida', 'brasil', 'contra', 'o', 'roubo', 'de', 'carga', 'leia', 'o', 'materia', 'completo']]]
46;[[['quando', 'da', 'dor', 'da', 'conceicao', 'rua', 'luiz', 'oliveira', '157', 'bairro', 'conceicao', 'a', 'eva', 'foi', 'assediada', 'por', 'uma', 'especie', 'da', 'sua', 'criacao', 'e', 'usando', 'suas', 'palavras', 'a', 'mais', 'astuta', 'de', 'todas', 'alimariase', 'sabido', 'ilustrissimo', 'que', 'esse', 'animal', 'tem', 'o', 'poder', 'de', 'hipnotizar', 'as', 'suas', 'presas', 'para', 'depois', 'dar', 'o', 'bote'], ['ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'PRON', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'SCONJ', 'VERB', 'DET', 'DET', 'NOUN', 'SCONJ', 'ADV', 'VERB', 'DET', 'NOUN'], ['conceicao', 'foi assediada', 'usando', 'sabido', 'tem', 'hipnotizar', 'dar'], ['quando', 'de o', 'dor', 'de o', 'conceicao', 'rua', 'Luiz', 'oliveira', '157', 'bairro', 'Conceicao', 'a', 'eva', 'ser', 'assediar', 'por', 'um', 'especie', 'de o', 'seu', 'criacao', 'e', 'usar', 'seu', 'palavra', 'a', 'mais', 'astuto', 'de', 'todo', 'alimariase', 'saber', 'ilustrissimo', 'que', 'esse', 'animal', 'ter', 'o', 'poder', 'de', 'hipnotizar', 'o', 'seu', 'presa', 'para', 'depois', 'dar', 'o', 'bote']]]
47;[[['reporter', 'da', 'tv', 'globo', 'sofre', 'tentativa', 'de', 'assalto', 'ao', 'vivo', 'situacao', 'aconteceu', 'na', 'avenida', 'paulista', 'em', 'sao', 'paulo', 'durante', 'o', 'programa', 'encontro', 'saopaulo', 'assalto', 'tvglobo', 'encontro', 'patriciapoeta'], ['NOUN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ'], ['sofre', 'aconteceu'], ['reporter', 'de o', 'tv', 'globo', 'sofrer', 'tentativa', 'de', 'assalto', 'a o', 'vivo', 'situacao', 'acontecer', 'em o', 'avenida', 'paulista', 'em', 'Sao', 'Paulo', 'durante', 'o', 'programa', 'encontro', 'saopaulo', 'assalto', 'tvglobo', 'encontro', 'patriciapoeta']], [['saiba', 'mais', 'redetvuolcombrtvfamablo'], ['VERB', 'ADV', 'NOUN'], ['saiba'], ['saber', 'mais', 'redetvuolcombrtvfamablo']]]
